name	drugbank-id	type	atc	cas	rxcui	unii	uniprot_kb	drugbank-id-2	synonyms	InChI
Pyridoxal phosphate	DB00114	small molecule	A11HA06	54-47-7	9004	F06SGE49M6	P01857	NUTR00045	3-hydroxy-2-methyl-5-((phosphonooxy)methyl)-4-pyridinecarboxaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde 5-phosphate | Codecarboxylase | PLP | Pyridoxal 5-monophosphoric acid ester | Pyridoxal 5-phosphate | Pyridoxal 5'-phosphate | Pyridoxal P | Pyridoxal phosphate anhydrous | Pyridoxal-5P | Pyridoxal-P	NGVDGCNFYWLIFO-UHFFFAOYSA-N
Cyanocobalamin	DB00115	small molecule	B03BA01	68-19-9	11248	P6YC3EG204	P01857	APRD00326 | EXPT00965 | NUTR00004	Cianocobalamina | Cyanocob(III)alamin | Cyanocobalamin | Cyanocobalamine | Cyanocobalaminum | Vitamin B12 | Vitamin B12 complex | Vitamin B12 NOS	RMRCNWBMXRMIRW-WZHZPDAFSA-L
Tetrahydrofolic acid	DB00116	small molecule		135-16-0	11248	43ZWB253H4	P01857	NUTR00056	5,6,7,8-tetrahydrofolate | 5,6,7,8-tetrahydrofolic acid | Tetrahydrofolate	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
Histidine	DB00117	small molecule		71-00-1	5340	4QD397987E	P01857	NUTR00030	(S)-4-(2-Amino-2-carboxyethyl)imidazole | (S)-a-Amino-1H-imidazole-4-propanoic acid | (S)-alpha-amino-1H-Imidazole-4-propanoic acid | (S)-alpha-Amino-1H-imidazole-4-propionic acid | (S)-α-amino-1H-Imidazole-4-propanoic acid | HIS | Histidina | Histidine | L-(−)-histidine | L-Histidin | L-Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
Ademetionine	DB00118	small molecule	A16AA02	29908-03-0	9504	7LP2MPO46S	P01857	NUTR00052	Ademetionine | AdoMet | L-S-Adenosylmethionine | S-Adenosylmethionine | SAM | SAM-e | SAMe	MEFKEPWMEQBLKI-AIRLBKTGSA-N
Pyruvic acid	DB00119	small molecule		127-17-3	35161	8558G7RUTR	P01857	DB11194 | NUTR00050	2-ketopropionic acid | 2-oxopropanoic acid | 2-Oxopropansäure | 2-Oxopropionsäure | a-Ketopropionic acid | Acetylformic acid | acide pyruvique | alpha-ketopropionic acid | Brenztraubensäure | BTS | Pyroracemic acid | α-ketopropionic acid | α-Oxopropionsäure	LCTONWCANYUPML-UHFFFAOYSA-N
Phenylalanine	DB00120	small molecule		63-91-2	8156	47E5O17Y3R	P01857	NUTR00044	(S)-2-Amino-3-phenylpropionic acid | (S)-alpha-Amino-beta-phenylpropionic acid | 3-phenyl-L-alanine | beta-Phenyl-L-alanine | F | Fenilalanina | L-Phenylalanine | Phe | Phenylalanine | Phenylalaninum | β-phenyl-L-alanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
Biotin	DB00121	small molecule	A11HA05	58-85-5	1588	6SO6U10H04	P01857	NUTR00019	(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid | (3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid | 5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid | Biotin | Biotina | Biotine | Biotinum | cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid | cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid | cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid | Coenzyme R | D-(+)-biotin | D-Biotin | Vitamin B7 | Vitamin H	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
Choline	DB00122	small molecule		62-49-7	2449	N91BDP6H0X	P01857	NUTR00020	Bilineurine | Choline ion | N-trimethylethanolamine | N,N,N-trimethylethanol-ammonium | trimethylethanolamine | Vitamin J	OEYIOHPDSNJKLS-UHFFFAOYSA-N
Lysine	DB00123	small molecule	V03AF11	56-87-1	6536	K3Z4F929H6	P01857	DB11101 | NUTR00037	(S)-2,6-diaminohexanoic acid | (S)-lysine | (S)-α,ε-diaminocaproic acid | 6-ammonio-L-norleucine | L-2,6-Diaminocaproic acid | L-lys | L-Lysin | L-Lysine | LYS | Lysina | Lysine | Lysine acid | Lysinum	KDXKERNSBIXSRK-YFKPBYRVSA-N
Arginine	DB00125	small molecule	V03AF11	74-79-3	1091	94ZLA3W45F	P01857	NUTR00014	(2S)-2-amino-5-(carbamimidamido)pentanoic acid | (2S)-2-amino-5-guanidinopentanoic acid | (S)-2-amino-5-guanidinopentanoic acid | (S)-2-Amino-5-guanidinovaleric acid | Arg | Arginina | Arginine | L-(+)-Arginine | L-Arg | L-Arginin | L-arginine | R	ODKSFYDXXFIFQN-BYPYZUCNSA-N
Ascorbic acid	DB00126	small molecule	G01AD03	50-81-7	1151	PQ6CK8PD0R	P01857	APRD00084 | DB09541 | DB11167 | DB11170 | DB11316 | DB11317 | EXPT00568 | NUTR00001	acide ascorbique | ácido ascórbico | Acidum ascorbicum | acidum ascorbinicum | Ascorbate | Ascorbic acid | Ascorbinsäure | L-(+)-ascorbic acid | L-Ascorbate | L-Ascorbic Acid | Vitamin C | Vitamina C	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
Spermine	DB00127	small molecule		71-44-3	1483263	2FZ7Y3VOQX	P01857	DB02564 | EXPT02947 | NUTR00055	4,9-diaza-1,12-dodecanediamine | 4,9-diazadodecane-1,12-diamine | Musculamine | N,N'-Bis(3-aminopropyl)-1,4-butanediamine | Spermina | Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
Aspartic acid	DB00128	small molecule		56-84-8	1169	30KYC7MIAI	P01857	EXPT01823 | NUTR00016	(S)-2-aminobutanedioic acid | (S)-2-aminosuccinic acid | 2-Aminosuccinic acid | ácido aspártico | Acidum asparticum | Asp | Aspartic acid | D | L-Asp | L-Asparaginsäure | L-Aspartate | L-Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
Ornithine	DB00129	small molecule	A05BA06	70-26-8	7704	E524N2IXA3	P01857	NUTR00043	(S)-2,5-Diaminopentanoate | (S)-2,5-Diaminopentanoic acid | (S)-2,5-diaminovaleric acid | (S)-ornithine | (S)-α,δ-diaminovaleric acid | L-Ornithine | levo-ornithine | Ornithine | Ornithinum | Ornitina	AHLPHDHHMVZTML-BYPYZUCNSA-N
L-Glutamine	DB00130	small molecule	A16AA03	56-85-9	4885	0RH81L854J	P01857	NUTR00026	(2S)-2-amino-4-carbamoylbutanoic acid | (2S)-2,5-diamino-5-oxopentanoic acid | (S)-2,5-diamino-5-oxopentanoic acid | Glutamic acid 5-amide | Glutamic acid amide | Glutamina | Glutamine | L-(+)-glutamine | L-2-aminoglutaramic acid | L-glutamic acid γ-amide | L-Glutamin | L-Glutamine | L-Glutaminsäure-5-amid | Levoglutamide | Q	ZDXPYRJPNDTMRX-VKHMYHEASA-N
Adenosine phosphate	DB00131	small molecule		61-19-8	309	415SHH325A	P01857	EXPT00512 | NUTR00011	5'-Adenosine monophosphate | 5'-Adenylic acid | 5'-AMP | 5'-O-Phosphonoadenosine | Adenosine 5'-(dihydrogen phosphate) | Adenosine 5'-monophosphate | Adenosine 5'-phosphate | Adenosine monophosphate | Adenosine phosphate | Adenosine-5'-Monophosphate | Adenosine-5'-monophosphoric acid | Adenosine-5'P | Adenosini phosphas | Adenylate | Adenylic acid | Ado5'P | AMP | Fosfato de adenosina | PAdo | Phosphate d'adénosine	UDMBCSSLTHHNCD-KQYNXXCUSA-N
alpha-Linolenic acid	DB00132	small molecule		463-40-1	52071	0RBV727H71	P01857	NUTR00034	(9,12,15)-linolenic acid | (9Z,12Z,15Z)-Octadecatrienoic acid | (Z,Z,Z)-9,12,15-octadecatrienoic acid | 9-cis,12-cis,15-cis-octadecatrienoic acid | 9,12,15-Octadecatrienoic acid | ALA | all-cis-9,12,15-Octadecatrienoic acid | alpha-Linolenic acid | cis-delta(9,12,15)-Octadecatrienoic acid | cis,cis,cis-9,12,15-Octadecatrienoic acid | Linolenic acid | α-linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
Serine	DB00133	small molecule		56-45-1	9671	452VLY9402	P01857	DB03375 | NUTR00053	(S)-2-Amino-3-hydroxypropanoic acid | (S)-Serine | alpha-Amino-beta-hydroxypropionic acid | beta-Hydroxyalanine | L-Serine | Ser | Serina | Serine | Serinum	MTCFGRXMJLQNBG-REOHCLBHSA-N
Methionine	DB00134	small molecule	V03AB26	63-68-3	6837	AE28F7PNPL	P01857	NUTR00038	(2S)-2-amino-4-(methylsulfanyl)butanoic acid | (S)-2-amino-4-(methylthio)butanoic acid | (S)-2-amino-4-(methylthio)butyric acid | (S)-methionine | L-(−)-methionine | L-a-Amino-g-methylthiobutyric acid | L-Methionin | L-Methionine | L-α-amino-γ-methylmercaptobutyric acid | M | Met | Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
Tyrosine	DB00135	small molecule		60-18-4	10962	42HK56048U	P01857	NUTR00059	(−)-α-amino-p-hydroxyhydrocinnamic acid | (2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid | (S)-(-)-Tyrosine | (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid | (S)-3-(p-Hydroxyphenyl)alanine | (S)-alpha-amino-4-Hydroxybenzenepropanoic acid | (S)-Tyrosine | (S)-α-amino-4-hydroxybenzenepropanoic acid | 4-hydroxy-L-phenylalanine | L-Tyrosin | L-tyrosine | Tirosina | Tyr | Tyrosine | Tyrosinum | Y	OUYCCCASQSFEME-QMMMGPOBSA-N
Calcitriol	DB00136	small molecule	D05AX03	32222-06-3	1894	FXC9231JVH	P01857	APRD00246 | DB05314 | NUTR00003	(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol | (1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | (5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | 1-alpha-25-Dihydroxyvitamin D3 | 1,25-DHCC | 1,25-dihydroxycholecalciferol | 1α,25-dihydroxycholecalciferol | 1α,25-dihydroxyvitamin D3 | 1α,25(OH)2D3 | Calcitriol | Calcitriolum	GMRQFYUYWCNGIN-NKMMMXOESA-N
Lutein	DB00137	small molecule		127-40-2	11359	X72A60C9MT	P01857	DB11138 | NUTR00036	Xanthophyll | Xantofyl	KBPHJBAIARWVSC-RGZFRNHPSA-N
Cystine	DB00138	small molecule		56-89-3	3036	48TCX9A1VT	P01857	NUTR00023	(R,R)-3,3'-dithiobis(2-aminopropanoic acid) | Cistina | Cystine | L-alpha-Diamino-beta-dithiolactic acid | L-Cystine | L-Dicysteine | β,β'-dithiodialanine	LEVWYRKDKASIDU-IMJSIDKUSA-N
Succinic acid	DB00139	small molecule		110-15-6	37255	AB6MNQ6J6L	P01857	NUTR00054	1,2-ethanedicarboxylic acid | Acide butanedioïque | Acide succinique | Acidum succinicum | Amber acid | Asuccin | Bernsteinsäure | Butandisäure | Butanedioic acid | Butanedionic acid | Dihydrofumaric acid | Ethylenesuccinic acid | Spirit of amber | Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
Riboflavin	DB00140	small molecule	A11HA04	83-88-5	9346	TLM2976OFR	P01857	APRD00626 | DB09358 | EXPT02760 | NUTR00010	1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol | 6,7-Dimethyl-9-D-ribitylisoalloxazine | 7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine | 7,8-Dimethyl-10-ribitylisoalloxazine | Lactoflavin | Lactoflavine | Riboflavin | Riboflavina | Riboflavine | Riboflavinum | Vitamin B2 | Vitamin Bi | Vitamin G	AUNGANRZJHBGPY-SCRDCRAPSA-N
N-Acetylglucosamine	DB00141	small molecule		7512-17-6	1362871	V956696549	P01857	NUTR00040	2-Acetamido-2-deoxy-D-glucose | aldehydo-N-acetyl-D-glucosamine | D-GlcNAc | N-Acetyl-D-glucosamine | N-Acetylchitosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
Glutamic acid	DB00142	small molecule	A09AB01	56-86-0	25916	3KX376GY7L	P01857	NUTR00027	(2S)-2-Aminopentanedioic acid | (S)-2-Aminopentanedioic acid | (S)-Glutamic acid | ácido glutámico | Glu | Glutamic acid | L-Glutamate | L-Glutamic acid | L-Glutaminic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
Glutathione	DB00143	small molecule	V03AB32	70-18-8	4890	GAN16C9B8O	P01857	EXPT01650 | NUTR00029	5-L-Glutamyl-L-cysteinylglycine | gamma-L-Glutamyl-L-cysteinyl-glycine | Glutathion | Glutathione | Glutathione-SH | GSH | N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine | Reduced glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
Phosphatidyl serine	DB00144	small molecule		1446756-47-3	89959	394XK0IH40	P01857	NUTR00048	Phosphatidyl serine | Phosphatidylserine | PS	TZCPCKNHXULUIY-RGULYWFUSA-N
Glycine	DB00145	small molecule	B05CX03	56-40-6	4919	TE7660XO1C	P01857	NUTR00028	Aminoacetic acid | Aminoessigsäure | Aminoethanoic acid | Glicina | Gly | Glycin | Glycine | Glycocoll | Glykokoll | Glyzin | Leimzucker	DHMQDGOQFOQNFH-UHFFFAOYSA-N
Calcifediol	DB00146	small molecule	A11CC06	19356-17-3	1855064	T0WXW8F54E	P01857	APRD00428 | NUTR00006	(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | 25-hydroxycholecalciferol | 25-Hydroxyvitamin D3 | Calcidiol | Calcifédiol | Calcifediol | Calcifediol anhydrous | Calcifediolum	JWUBBDSIWDLEOM-DTOXIADCSA-N
Pyridoxal	DB00147	small molecule		66-72-8	9002	3THM379K8A	P01857	NUTR00049	2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine | 3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde | Piridoxal | Pyridoxaldehyde	RADKZDMFGJYCBB-UHFFFAOYSA-N
Creatine	DB00148	small molecule		57-00-1	2907	MU72812GK0	P01857	NUTR00022	((amino(Imino)methyl)(methyl)amino)acetic acid | (alpha-Methylguanido)acetic acid | (N-methylcarbamimidamido)acetic acid | (α-methylguanido)acetic acid | alpha-Methylguanidino acetic acid | Creatin | Creatine | Kreatin | Methylglycocyamine | N-(aminoiminomethyl)-N-methylglycine | N-amidinosarcosine | N-carbamimidoyl-N-methylglycine | N-methyl-N-guanylglycine	CVSVTCORWBXHQV-UHFFFAOYSA-N
Leucine	DB00149	small molecule		61-90-5	6308	GMW67QNF9C	P01857	NUTR00033	(2S)-2-Amino-4-methylpentanoic acid | (2S)-alpha-2-Amino-4-methylvaleric acid | (2S)-alpha-Leucine | (S)-(+)-Leucine | (S)-Leucine | 2-Amino-4-methylvaleric acid | L | L-Leucin | L-Leucine | L-Leuzin | Leu | Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
Tryptophan	DB00150	small molecule	N06AX02	73-22-3	10898	8DUH1N11BX	P01857	EXPT02064 | NUTR00058	(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid | (S)-alpha-Amino-beta-(3-indolyl)-propionic acid | (S)-Tryptophan | (S)-α-amino-1H-indole-3-propanoic acid | L-(-)-Tryptophan | L-(−)-tryptophan | L-Tryptophan | L-β-3-indolylalanine | Triptofano | Trp | Tryptophan | Tryptophane | Tryptophanum | W	QIVBCDIJIAJPQS-VIFPVBQESA-N
Cysteine	DB00151	small molecule		52-90-4	3024	K848JZ4886	P01857	DB04443 | DB09485 | NUTR00018	(2R)-2-amino-3-mercaptopropanoic acid | (2R)-2-amino-3-sulfanylpropanoic acid | (R)-2-Amino-3-mercaptopropanoic acid | Cisteina | Cisteinum | Cys | Cysteine | Cysteinum | Free Cysteine | L-2-Amino-3-mercaptopropionic acid | L-Cys | L-Cystein | L-cysteine | L-Zystein	XUJNEKJLAYXESH-REOHCLBHSA-N
Thiamine	DB00152	small molecule	A11DA01	70-16-6	10454	4ABT0J945J	P01857	APRD00552 | EXPT03222 | NUTR00009	Aneurin | Antiberiberi factor | Thiamin | Thiamine | thiamine(1+) | thiamine(1+) ion | thiaminium | Thiaminum | Tiamina | Vitamin B1	JZRWCGZRTZMZEH-UHFFFAOYSA-N
Ergocalciferol	DB00153	small molecule	A11CC01	50-14-6	4018	VS041H42XC	P01857	APRD00426 | NUTR00005	(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | Activated ergosterol | Ercalciol | Ergocalciférol | Ergocalciferol | Ergocalciferolum | Oleovitamin D2 | Viosterol | Vitamin D2 | Vitamina D2	MECHNRXZTMCUDQ-RKHKHRCZSA-N
Dihomo-gamma-linolenic acid	DB00154	small molecule		1783-84-2	4018	FC398RK06S	P01857	NUTR00032	(8Z,11Z,14Z)-Icosatrienoic acid | (Z,Z,Z)-8,11,14-Eicosatrienoic acid | (Z,Z,Z)-8,11,14-Icosatrienoate | (Z,Z,Z)-8,11,14-Icosatrienoic acid | 20:3, n-6,9,12 all-cis | 8,11,14-Eicosatrienoic Acid | 8c,11c,14c-eicosatrienoic acid | 8c,11c,14c-Eicosatriensäure | all-cis-8,11,14-eicosatrienoic acid | all-cis-8,11,14-icosatrienoic acid | all-cis-eicosa-8,11,14-trienoic acid | all-cis-Eicosa-8,11,14-triensäure | all-cis-icosa-8,11,14-trienoic acid | C20:3, n-6,9,12 all-cis | cis,cis,cis-8,11,14-eicosatrienoic acid | DGLA | dihomo-γ-linolenic acid | eicosa-8Z,11Z,14Z-trienoic acid | gamma-Homolinolenic acid | Homo-gamma-linolenic acid | Homo-gamma-linolensäure | Homo-γ-linolensäure	HOBAELRKJCKHQD-QNEBEIHSSA-N
Citrulline	DB00155	small molecule		372-75-8	2567	29VT07BGDA	P01857	NUTR00021	(S)-2-Amino-5-ureidopentanoic acid | 2-Amino-5-ureidovaleric acid | alpha-amino-delta-Ureidovaleric acid | Cit | Citrulina | Citrulline | delta-Ureidonorvaline | L-2-Amino-5-ureidovaleric acid | L-Citrulline | N(5)-(Aminocarbonyl)-L-ornithine | N(delta)-Carbamylornithine | N5-(Aminocarbonyl)ornithine | N5-Carbamoyl-L-ornithine | N5-carbamoylornithine | α-amino-δ-ureidovaleric acid | δ-ureidonorvaline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
Threonine	DB00156	small molecule		72-19-5	10524	2ZD004190S	P01857	NUTR00057	(2S,3R)-(-)-Threonine | (2S)-threonine | 2-Amino-3-hydroxybutyric acid | L-(-)-Threonine | L-2-Amino-3-hydroxybutyric acid | L-alpha-amino-beta-hydroxybutyric acid | L-Threonin | L-Threonine | L-α-amino-β-hydroxybutyric acid | Thr | Threonine | Threoninum | Treonina	AYFVYJQAPQTCCC-GBXIJSLDSA-N
NADH	DB00157	small molecule		58-68-4	7222	4J24DQ0916	P01857	DB01907 | DB03527 | EXPT02287 | NUTR00041	1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide	BOPGDPNILDQYTO-NNYOXOHSSA-N
Folic acid	DB00158	small molecule	B03AE02	59-30-3	4511	935E97BOY8	P01857	NUTR00025	Acide folique | ácido fólico | Acidum folicum | Folacin | Folate | Folic acid | Folsäure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M	OVBPIULPVIDEAO-LBPRGKRZSA-N
Icosapent	DB00159	small molecule		10417-94-4	90	AAN7QOV9EA	P01857	NUTR00024	(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid	JAZBEHYOTPTENJ-JLNKQSITSA-N
Alanine	DB00160	small molecule		56-41-7	426	OF5P57N2ZX	P01857	NUTR00013	(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanina | Alanine | Alaninum | L-2-Aminopropionic acid | L-Alanin | L-alanine | L-alpha-Alanine | L-α-alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
Valine	DB00161	small molecule		72-18-4	11115	HG18B9YRS7	P01857	NUTR00060	(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | L-valin | L-valine | Val | Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
Vitamin A	DB00162	small molecule	S01XA02	68-26-8	11246	G2SH0XKK91	P01857	APRD00486 | NUTR00007	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Retinolum | Vitamin A1	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
Vitamin E	DB00163	small molecule		59-02-9	11256	N9PR3490H9	P01857	EXPT03227 | NUTR00061	(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol	GVJHHUAWPYXKBD-IEOSBIPESA-N
Pyridoxine	DB00165	small molecule	J04AM08	65-23-6	42954	KV2JZ1BI6Z	P01857	APRD00204 | NUTR00002	2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-hydroxy-4,5-dimethylol-α-picoline | 5-hydroxy-6-methyl-3,4-pyridinedimethanol | Piridoxina | Pyridoxine | Pyridoxinum | Pyridoxol | Vitamin B6	LXNHXLLTXMVWPM-UHFFFAOYSA-N
Lipoic acid	DB00166	small molecule	A16AX01	1200-22-2	6417	VLL71EBS9Z	P01857	NUTR00035	(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | Alpha lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | D-thioctic acid | Lipoic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid | Thioctic acid D-form | α-lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
Isoleucine	DB00167	small molecule		73-32-5	6033	04Y7590D77	P01857	NUTR00031	(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | Ile | Isoleucina | Isoleucine | Isoleucinum | L-Isoleucine | α-amino-β-methylvaleric acid	AGPKZVBTJJNPAG-WHFBIAKZSA-N
Aspartame	DB00168	small molecule		22839-47-0	1311524	Z0H242BBR1	P01857	NUTR00046	1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester	IAOZJIPTCAWIRG-QWRGUYRKSA-N
Cholecalciferol	DB00169	small molecule	M05BB09	67-97-0	1244014	1C6V77QF41	P01857	APRD00506 | NUTR00008	(+)-vitamin D3 | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Cholecalciferol | Cholecalciferolum | Colecalciferol | Colecalciferolum | Oleovitamin D3 | Vitamin D-3 | Vitamin D3	QYSXJUFSXHHAJI-YRZJJWOYSA-N
Menadione	DB00170	small molecule	B02BA02	58-27-5	6728	723JX6CXY5	P01857	NUTR00062	2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Menadione | Vitamin K 3 | Vitamin K3	MJVAVZPDRWSRRC-UHFFFAOYSA-N
