drugbank-id,assoc_cond
DB15627,Advanced Mismatch Repair-deficient (dMMR) Endometrial Cancer
DB09037,Advanced Mismatch Repair-deficient (dMMR) Endometrial Carcinoma
DB01235,Advanced Motor fluctuations
DB00853,Advanced Neuroendocrine tumor
DB00958,Advanced Non-Small Cell Lung Cancer (NSCLC)
DB08911,Advanced Non-Small Cell Lung Cancer (NSCLC)
DB12130,Advanced Non-Small Cell Lung Cancer (NSCLC)
DB15781,Advanced Non-Small Cell Lung Cancer (NSCLC)
DB00947,Advanced or Metastatic Breast Cancer
DB01101,Advanced or Metastatic Breast Cancer
DB00958,Advanced Ovarian Carcinoma
DB00851,Advanced Pancreatic Neuroendocrine Tumors (pNET)
DB09074,Advanced Primary Peritoneal Carcinoma
DB11793,Advanced Primary Peritoneal Carcinoma
DB00007,Advanced Prostate Cancer
DB06699,Advanced Prostate Cancer
DB06788,Advanced Prostate Cancer
DB06825,Advanced Prostate Cancer
DB11853,Advanced Prostate Cancer
DB00398,Advanced Renal Cell Carcinoma
DB06287,Advanced Renal Cell Carcinoma
DB06589,Advanced Renal Cell Carcinoma
DB06626,Advanced Renal Cell Carcinoma
DB08875,Advanced Renal Cell Carcinoma
DB09035,Advanced Renal Cell Carcinoma
DB09037,Advanced Renal Cell Carcinoma
DB09078,Advanced Renal Cell Carcinoma
DB11800,Advanced Renal Cell Carcinoma
DB11945,Advanced Renal Cell Carcinoma
DB15822,Advanced RET-fusion Non Small Cell Lung Cancer
DB15685,Advanced RET-fusion thyroid cancer
DB15822,Advanced RET-fusion thyroid cancer
DB15685,Advanced RET-mutant medullary thyroid cancer
DB15822,Advanced RET-mutant medullary thyroid cancer
DB00958,Advanced Sarcoma
DB00958,Advanced Small cell lung cancer
DB00570,Advanced Soft Tissue Sarcoma
DB00851,Advanced Soft Tissue Sarcoma
DB01229,Advanced Soft Tissue Sarcoma
DB06589,Advanced Soft Tissue Sarcoma
DB11630,Advanced squamous cell carcinoma of the head and neck
DB06192,Advanced Stage Head and Neck Cancer
DB15233,Advanced Systemic Mastocytosis (AdvSM)
DB00515,Advanced Testicular cancer
DB00570,Advanced Testicular cancer
DB00958,Advanced Testicular cancer
DB00541,Advanced Thymoma
DB00958,Advanced Thymoma
DB00997,Advanced Thymoma
DB01229,Advanced Thymoma
DB06589,Advanced Thyroid cancer
DB06626,Advanced Thyroid cancer
DB01248,Advanced untreated gastric adenocarcinoma
DB00997,Advanced uterine sarcoma
DB00441,Advanced-stage Ovarian Cancer
DB00515,Advanced-stage Ovarian Cancer
DB00997,Advanced-stage Ovarian Cancer
DB01229,Advanced-stage Ovarian Cancer
DB00085,Aerophagy
DB09278,Aerophagy
DB11074,Aerophagy
DB13844,Aerophagy
DB04660,Affective Disorders
DB01430,Age-associated Cognitive Impairment
DB00502,Aggression
DB00635,Aggressive Lymphoma
DB00619,Aggressive Systemic Mastocytosis
DB06595,Aggressive Systemic Mastocytosis
DB15233,Aggressive Systemic Mastocytosis
DB00734,Agitated psychotic state
DB00186,Agitation
DB00246,Agitation
DB00450,Agitation
DB00457,Agitation
DB00543,Agitation
DB00633,Agitation
DB00831,Agitation
DB01238,Agitation
DB09128,Agitation
DB13437,Agitation
DB00997,AIDS-related Kaposi's Sarcoma
DB00986,Airway Obstruction
DB00277,Airway secretion clearance therapy
DB00316,Airway secretion clearance therapy
DB00388,Airway secretion clearance therapy
DB00514,Airway secretion clearance therapy
DB00874,Airway secretion clearance therapy
DB01001,Airway secretion clearance therapy
DB01075,Airway secretion clearance therapy
DB06767,Airway secretion clearance therapy
DB09154,Airway secretion clearance therapy
DB14482,Airway secretion clearance therapy
DB00571,Akathisia caused by antipsychotic use
DB01068,Akinetic seizures
DB08822,Albuminuria
DB00659,Alcohol Abstinence
DB00181,Alcohol Dependency
DB00273,Alcohol Dependency
DB00472,Alcohol Dependency
DB00656,Alcohol Dependency
DB00659,Alcohol Dependency
DB00704,Alcohol Dependency
DB06230,Alcohol Dependency
DB09210,Alcohol Dependency
DB00186,Alcohol Withdrawal Delirium
DB00829,Alcohol Withdrawal Delirium
DB00829,Alcohol Withdrawal Hallucinosis
DB00186,Alcohol Withdrawal Syndrome
DB00335,Alcohol Withdrawal Syndrome
DB00475,Alcohol Withdrawal Syndrome
DB00564,Alcohol Withdrawal Syndrome
DB00633,Alcohol Withdrawal Syndrome
DB00842,Alcohol Withdrawal Syndrome
DB01174,Alcohol Withdrawal Syndrome
DB01563,Alcohol Withdrawal Syndrome
DB09210,Alcohol Withdrawal Syndrome
DB13835,Alcohol Withdrawal Syndrome
DB01197,Aldosteronism
DB11620,Algodystrophy
DB00635,Allergic Bronchopulmonary Aspergillosis
DB00860,Allergic Bronchopulmonary Aspergillosis
DB14631,Allergic Conditions
DB14669,Allergic Conditions
DB00027,Allergic Conjunctivitis (AC)
DB00253,Allergic Conjunctivitis (AC)
DB00324,Allergic Conjunctivitis (AC)
DB00388,Allergic Conjunctivitis (AC)
DB00427,Allergic Conjunctivitis (AC)
DB00446,Allergic Conjunctivitis (AC)
DB00635,Allergic Conjunctivitis (AC)
DB00741,Allergic Conjunctivitis (AC)
DB00748,Allergic Conjunctivitis (AC)
DB00751,Allergic Conjunctivitis (AC)
DB00768,Allergic Conjunctivitis (AC)
DB00798,Allergic Conjunctivitis (AC)
DB00860,Allergic Conjunctivitis (AC)
DB00885,Allergic Conjunctivitis (AC)
DB00959,Allergic Conjunctivitis (AC)
DB00972,Allergic Conjunctivitis (AC)
DB01069,Allergic Conjunctivitis (AC)
DB01084,Allergic Conjunctivitis (AC)
DB01106,Allergic Conjunctivitis (AC)
DB01114,Allergic Conjunctivitis (AC)
DB01234,Allergic Conjunctivitis (AC)
DB01285,Allergic Conjunctivitis (AC)
DB01380,Allergic Conjunctivitis (AC)
DB01620,Allergic Conjunctivitis (AC)
DB04075,Allergic Conjunctivitis (AC)
DB06711,Allergic Conjunctivitis (AC)
DB06764,Allergic Conjunctivitis (AC)
DB06766,Allergic Conjunctivitis (AC)
DB09555,Allergic Conjunctivitis (AC)
DB13158,Allergic Conjunctivitis (AC)
DB14539,Allergic Conjunctivitis (AC)
DB14542,Allergic Conjunctivitis (AC)
DB00547,Allergic Contact Dermatitis
DB00620,Allergic Contact Dermatitis
DB00860,Allergic Contact Dermatitis
DB00994,Allergic Contact Dermatitis
DB01114,Allergic Contact Dermatitis
DB13158,Allergic Contact Dermatitis
DB00635,Allergic corneal marginal ulcers
DB00741,Allergic corneal marginal ulcers
DB00860,Allergic corneal marginal ulcers
DB00959,Allergic corneal marginal ulcers
DB00514,Allergic cough
DB01075,Allergic cough
DB01114,Allergic cough
DB06767,Allergic cough
DB09154,Allergic cough
DB13293,Allergic cough
DB13735,Allergic cough
DB00455,Allergic Dermatologic Disorders
DB00972,Allergic eye disorders
DB01114,Allergic purpura
DB00316,Allergic Reaction
DB00342,Allergic Reaction
DB00354,Allergic Reaction
DB00455,Allergic Reaction
DB00748,Allergic Reaction
DB00825,Allergic Reaction
DB00835,Allergic Reaction
DB00852,Allergic Reaction
DB00874,Allergic Reaction
DB01075,Allergic Reaction
DB01114,Allergic Reaction
DB01222,Allergic Reaction
DB01364,Allergic Reaction
DB06691,Allergic Reaction
DB06767,Allergic Reaction
DB08801,Allergic Reaction
DB08936,Allergic Reaction
DB09154,Allergic Reaction
DB09555,Allergic Reaction
DB11235,Allergic Reaction
DB13808,Allergic Reaction
DB00434,Allergic Reactions caused by Transfusions
DB00180,Allergic Rhinitis (AR)
DB00283,Allergic Rhinitis (AR)
DB00342,Allergic Rhinitis (AR)
DB00388,Allergic Rhinitis (AR)
DB00405,Allergic Rhinitis (AR)
DB00455,Allergic Rhinitis (AR)
DB00588,Allergic Rhinitis (AR)
DB00620,Allergic Rhinitis (AR)
DB00635,Allergic Rhinitis (AR)
DB00716,Allergic Rhinitis (AR)
DB00741,Allergic Rhinitis (AR)
DB00748,Allergic Rhinitis (AR)
DB00764,Allergic Rhinitis (AR)
DB00768,Allergic Rhinitis (AR)
DB00835,Allergic Rhinitis (AR)
DB00852,Allergic Rhinitis (AR)
DB00920,Allergic Rhinitis (AR)
DB00935,Allergic Rhinitis (AR)
DB00950,Allergic Rhinitis (AR)
DB00967,Allergic Rhinitis (AR)
DB00972,Allergic Rhinitis (AR)
DB01075,Allergic Rhinitis (AR)
DB01106,Allergic Rhinitis (AR)
DB01114,Allergic Rhinitis (AR)
DB01146,Allergic Rhinitis (AR)
DB01222,Allergic Rhinitis (AR)
DB01411,Allergic Rhinitis (AR)
DB06282,Allergic Rhinitis (AR)
DB06691,Allergic Rhinitis (AR)
DB06694,Allergic Rhinitis (AR)
DB08936,Allergic Rhinitis (AR)
DB08979,Allergic Rhinitis (AR)
DB09153,Allergic Rhinitis (AR)
DB09357,Allergic Rhinitis (AR)
DB09555,Allergic Rhinitis (AR)
DB10385,Allergic Rhinitis (AR)
DB11614,Allergic Rhinitis (AR)
DB11742,Allergic Rhinitis (AR)
DB15881,Allergic Rhinitis (AR)
DB16623,Allergic Rhinitis (AR)
DB10366,Allergic Rhinitis Due to Pollen
DB10379,Allergic Rhinitis Due to Pollen
DB10389,Allergic Rhinitis Due to Pollen
DB10394,Allergic Rhinitis Due to Pollen
DB10404,Allergic Rhinitis Due to Pollen
DB14163,Allergic Rhinitis Due to Pollen
DB15881,Allergic Rhinosinusitis
DB00027,Allergic Skin Reaction
DB00342,Allergic Skin Reaction
DB00591,Allergic Skin Reaction
DB00620,Allergic Skin Reaction
DB00860,Allergic Skin Reaction
DB00994,Allergic Skin Reaction
DB01127,Allergic Skin Reaction
DB01146,Allergic Skin Reaction
DB01620,Allergic Skin Reaction
DB03904,Allergic Skin Reaction
DB08802,Allergic Skin Reaction
DB13306,Allergic Skin Reaction
DB01069,Allergic urticaria
DB01620,Allergic urticaria
DB01114,Allergies caused by Serum
DB00588,Allergy to Animal Dander
DB00588,Allergy to Mold
DB00316,Allergy to Tree Pollen
DB00341,Allergy to Tree Pollen
DB00342,Allergy to Tree Pollen
DB00388,Allergy to Tree Pollen
DB00455,Allergy to Tree Pollen
DB00588,Allergy to Tree Pollen
DB00835,Allergy to Tree Pollen
DB00874,Allergy to Tree Pollen
DB00972,Allergy to Tree Pollen
DB01075,Allergy to Tree Pollen
DB01114,Allergy to Tree Pollen
DB06691,Allergy to Tree Pollen
DB08936,Allergy to Tree Pollen
DB10385,Allergy to Tree Pollen
DB11386,Allergy to Tree Pollen
DB13679,Allergy to Tree Pollen
DB01114,Allergy to vaccine
DB00397,Allergy-Induced Respiratory Symptoms
DB00020,Allogenic bone marrow transplantation therapy
DB00138,Alopecia
DB00755,Alopecia
DB01013,Alopecia
DB00297,Alopecia Areata (AA)
DB00443,Alopecia Areata (AA)
DB00620,Alopecia Areata (AA)
DB00936,Alopecia Areata (AA)
DB00959,Alopecia Areata (AA)
DB01234,Alopecia Areata (AA)
DB11817,Alopecia Areata (AA)
DB12173,Alopecia Areata (AA)
DB14669,Alopecia Areata (AA)
DB05481,Alpha-1 Anti-trypsin Deficiency
DB09138,Altered osteogenesis
DB09165,Altered osteogenesis
DB09398,Altered osteogenesis
DB11056,Altered osteogenesis
DB14078,Altered osteogenesis
DB09398,Altered osteogenic activity
DB09163,Altered regional cerebral perfusion in stroke
DB00746,Aluminum overload
DB00635,"Alveolitis, Extrinsic Allergic"
DB00860,"Alveolitis, Extrinsic Allergic"
DB00656,Alzheimer's Disease (AD)
DB00843,Alzheimer's Disease (AD)
DB01043,Alzheimer's Disease (AD)
DB09081,Alzheimer's Disease (AD)
DB09148,Alzheimer's Disease (AD)
DB09149,Alzheimer's Disease (AD)
DB09151,Alzheimer's Disease (AD)
DB12274,Alzheimer's Disease (AD)
DB14580,Alzheimer's Disease (AD)
DB14914,Alzheimer's Disease (AD)
DB16599,Alzheimer's Disease (AD)
DB09298,Amanita Poisoning
DB00572,Amblyopia
DB00911,Amebiasis
DB13026,Amebiasis
DB13268,Amebiasis
DB13855,Amebiasis
DB15759,Amebiasis
DB00396,Amenorrhea
DB00603,Amenorrhea
DB13520,Amenorrhea
DB14114,American rattlesnake envenomation
DB00621,Amino acid catabolism disorder
DB00123,Amino acid supplementation
DB00125,Amino acid supplementation
DB00145,Amino acid supplementation
DB00150,Amino acid supplementation
DB01403,Amnesia-Memory Loss
DB00740,Amyotrophic Lateral Sclerosis (ALS)
DB06819,Amyotrophic Lateral Sclerosis (ALS)
DB08834,Amyotrophic Lateral Sclerosis (ALS)
DB12243,Amyotrophic Lateral Sclerosis (ALS)
DB14782,Amyotrophic Lateral Sclerosis (ALS)
DB00158,Anaemia folate deficiency
DB13257,Anaemia folate deficiency
DB00961,Anaemia vitamin B6 deficiency
DB00916,Anaerobic Bacterial Infection
DB13026,Anaerobic Bacterial Infection
DB00683,Anaesthesia
DB00305,Anal Cancer
DB00646,Anal candidiasis
DB00281,Anal discomfort
DB00591,Anal eczema
DB00860,Anal eczema
DB03904,Anal eczema
DB12532,Anal eczema
DB14539,Anal eczema
DB13155,Anal Fistulas
DB14539,Anal inflammation
DB00201,Analgesia
DB00228,Analgesia
DB09300,Analgesia
DB00434,Anaphylaxis
DB00668,Anaphylaxis
DB00748,Anaphylaxis
DB01069,Anaphylaxis
DB01075,Anaphylaxis
DB01620,Anaphylaxis
DB08801,Anaphylaxis
DB14542,Anaphylaxis
DB14633,Anaphylaxis
DB08801,Anaphylaxis caused by Anaesthesia therapy
DB01197,Anatomic renal artery stenosis
DB00643,Ancylostoma caninum infection
DB00643,Ancylostoma duodenale infection
DB00848,Ancylostoma duodenale infection
DB13587,Androgen Deficiency
DB00286,Androgen-dependent tumor Advanced Prostate Carcinoma
DB00350,Androgenetic Alopecia (AGA)
DB01216,Androgenetic Alopecia (AGA)
DB14539,Androgenital syndrome
DB00007,Anemia
DB00012,Anemia
DB00016,Anemia
DB00115,Anemia
DB00152,Anemia
DB00961,Anemia
DB01592,Anemia
DB01698,Anemia
DB04847,Anemia
DB09107,Anemia
DB09140,Anemia
DB09517,Anemia
DB11624,Anemia
DB11682,Anemia
DB12281,Anemia
DB13257,Anemia
DB11209,Anemia caused by Breastfeeding
DB15763,Anemia caused by Iron Deficiency
DB00016,Anemia caused by Zidovudine
DB00650,Anemia of Pregnancy
DB11128,Anemia of Pregnancy
DB11209,Anemia of Pregnancy
DB00114,"Anemia, Pernicious"
DB00115,"Anemia, Pernicious"
DB00200,"Anemia, Pernicious"
DB11128,"Anemia, Pernicious"
DB11197,"Anemia, Pernicious"
DB00878,Anesthesia of Mucous Membrane
DB00454,Anesthesia therapy
DB01159,Anesthesia therapy
DB01205,"Anesthesia, Reversal"
DB00561,Anesthetic complication pulmonary
DB00312,Anesthetic premedication therapy
DB00454,Anesthetic premedication therapy
DB00813,Anesthetic premedication therapy
DB00813,Anesthetics Agent
DB00727,Angina Attacks
DB00264,Angina Pectoris
DB00335,Angina Pectoris
DB00571,Angina Pectoris
DB00727,Angina Pectoris
DB00883,Angina Pectoris
DB00960,Angina Pectoris
DB01020,Angina Pectoris
DB01203,Angina Pectoris
DB04846,Angina Pectoris
DB06149,Angina Pectoris
DB09069,Angina Pectoris
DB09220,Angina Pectoris
DB09231,Angina Pectoris
DB09282,Angina Pectoris
DB09401,Angina Pectoris
DB14106,Angina Pectoris
DB00343,"Angina Pectoris, Variant"
DB00353,"Angina Pectoris, Variant"
DB00343,Anginal Pain
DB01076,Anginal Pain
DB06149,Anginal Pain
DB13910,Anginal Pain
DB06723,Anginal Pain caused by Gas
DB00283,Angioedema
DB00748,Angioedema
DB01075,Angioedema
DB01620,Angioedema
DB09555,Angioedema
DB00434,Angioedema and urticaria
DB00668,Angioneurotic Edema
DB01114,Angioneurotic Edema
DB14542,Angioneurotic Edema
DB00398,Angiosarcoma
DB00319,Animal bite
DB00417,Animal bite
DB01112,Animal bite
DB01331,Animal bite
DB09324,Animal bite
DB14223,Ankle spasticity following a stroke or traumatic brain injury
DB00005,Ankylosing Spondylitis (AS)
DB00051,Ankylosing Spondylitis (AS)
DB00065,Ankylosing Spondylitis (AS)
DB00297,Ankylosing Spondylitis (AS)
DB00316,Ankylosing Spondylitis (AS)
DB00338,Ankylosing Spondylitis (AS)
DB00443,Ankylosing Spondylitis (AS)
DB00482,Ankylosing Spondylitis (AS)
DB00500,Ankylosing Spondylitis (AS)
DB00554,Ankylosing Spondylitis (AS)
DB00586,Ankylosing Spondylitis (AS)
DB00605,Ankylosing Spondylitis (AS)
DB00620,Ankylosing Spondylitis (AS)
DB00635,Ankylosing Spondylitis (AS)
DB00712,Ankylosing Spondylitis (AS)
DB00741,Ankylosing Spondylitis (AS)
DB00788,Ankylosing Spondylitis (AS)
DB00860,Ankylosing Spondylitis (AS)
DB00863,Ankylosing Spondylitis (AS)
DB00939,Ankylosing Spondylitis (AS)
DB00959,Ankylosing Spondylitis (AS)
DB01009,Ankylosing Spondylitis (AS)
DB01050,Ankylosing Spondylitis (AS)
DB01234,Ankylosing Spondylitis (AS)
DB01284,Ankylosing Spondylitis (AS)
DB01285,Ankylosing Spondylitis (AS)
DB01380,Ankylosing Spondylitis (AS)
DB01628,Ankylosing Spondylitis (AS)
DB06736,Ankylosing Spondylitis (AS)
DB08984,Ankylosing Spondylitis (AS)
DB09214,Ankylosing Spondylitis (AS)
DB14545,Ankylosing Spondylitis (AS)
DB14644,Ankylosing Spondylitis (AS)
DB15091,Ankylosing Spondylitis (AS)
DB15883,Ankylosing Spondylitis (AS)
DB00281,Anorectal discomfort
DB00388,Anorectal discomfort
DB00351,Anorexia
DB00470,Anorexia
DB04924,Anorexia
DB15820,Anorexia
DB00215,Anorexia Nervosa (AN)
DB00321,Anorexia Nervosa (AN)
DB00472,Anorexia Nervosa (AN)
DB01151,Anorexia Nervosa (AN)
DB01006,Anovulatory cycle
DB00201,Antacid therapy
DB09104,Antacid therapy
DB09512,Antacid therapy
DB00324,Anterior chamber inflammation
DB00446,Anterior eye segment inflammation
DB00635,Anterior eye segment inflammation
DB00741,Anterior eye segment inflammation
DB00959,Anterior eye segment inflammation
DB01234,Anterior eye segment inflammation
DB01285,Anterior eye segment inflammation
DB01380,Anterior eye segment inflammation
DB00896,Anterior Uveitis (AU)
DB00979,Anterior Uveitis (AU)
DB06781,Anterior Uveitis (AU)
DB00254,Anthrax
DB00417,Anthrax
DB00618,Anthrax
DB00759,Anthrax
DB01053,Anthrax
DB09320,Anthrax
DB08604,Antibacterial therapy
DB00756,Antibiotic pre-surgical prophylaxis
DB08604,Antibiotic pre-surgical prophylaxis
DB00981,Anticholinergic Syndrome
DB00733,Anticholinesterase overdose
DB09264,Anticoagulant effects of dabigatran
DB00388,Antihistamine
DB00878,Antimicrobial Therapy
DB05382,Antimycotic therapy
DB00945,Anti-platelet Therapy
DB05382,Antisepsis
DB11105,Antisepsis
DB13326,Antisepsis
DB13492,Antisepsis
DB16362,Antisepsis of the ear canal
DB16362,Antisepsis of the nasal mucosa
DB06812,Antiseptic skin preparation therapy
DB00316,Anti-spasmodics
DB00186,Anxiety
DB00349,Anxiety
DB00543,Anxiety
DB00557,Anxiety
DB00656,Anxiety
DB00829,Anxiety
DB00842,Anxiety
DB00850,Anxiety
DB00934,Anxiety
DB00945,Anxiety
DB01142,Anxiety
DB01174,Anxiety
DB01175,Anxiety
DB01192,Anxiety
DB01323,Anxiety
DB01403,Anxiety
DB01511,Anxiety
DB01544,Anxiety
DB01559,Anxiety
DB01587,Anxiety
DB01588,Anxiety
DB08811,Anxiety
DB08986,Anxiety
DB09166,Anxiety
DB09167,Anxiety
DB13335,Anxiety
DB13384,Anxiety
DB14312,Anxiety
DB15489,Anxiety
DB00628,Anxiety Acute
DB01558,Anxiety Acute
DB13872,Anxiety Acute
DB13974,Anxiety Acute
DB00186,Anxiety Disorders
DB00371,Anxiety Disorders
DB00475,Anxiety Disorders
DB00490,Anxiety Disorders
DB00829,Anxiety Disorders
DB00842,Anxiety Disorders
DB01588,Anxiety Disorders
DB00683,Anxiolytic therapy therapy
DB06705,Aortoiliac Occlusive Disease
DB00878,Aphthous ulcer
DB00227,Apolipoprotein
DB00959,Aponeurosis contusion
DB00477,Apprehension
DB00829,Apprehension
DB06819,Argininosuccinate Synthetase Deficiency (Citrullinemia)
DB00140,Ariboflavinosis
DB15785,Arm Pain
DB16780,Aromatic L-amino Acid Decarboxylase (AADC) Deficiency
DB00281,Arrhythmia
DB00988,Arrhythmia
