diseaseId	diseaseName	type	MeSH_tree_number	MeSH_heading
C0300934	Primary Amebic Meningoencephalitis	disease	C01	   Infections
C1562067	Human T-cell Lymphoma Virus Type -1 associated uveitis	disease	C01	   Infections
C2960634	Reactivation of hepatitis B viral hepatitis	disease	C01	   Infections
C1335482	Gastric Burkitt Lymphoma	disease	C01	   Infections
C0887976	Chlamydophila Infections	group	C01	   Infections
C4073207	Bilateral facial muscle weakness	disease	C01	   Infections
C0936243	HIV-1-Associated Cognitive Motor Complex	disease	C01	   Infections
C0013533	Echovirus Infections	group	C01	   Infections
C0278764	Adult Burkitt Lymphoma	disease	C01	   Infections
C4302251	Dengue without warning signs	disease	C01	   Infections
C0023343	Leprosy	disease	C01	   Infections
C0036686	Gram positive sepsis	group	C01	   Infections
C0376618	Endotoxemia	phenotype	C01	   Infections
C4552332	Congenital Zika syndrome	disease	C01	   Infections
C0014347	Enterobacteriaceae Infections	group	C01	   Infections
C0019104	Hemorrhagic Fevers, Viral	disease	C01	   Infections
C0276226	Herpes encephalitis	disease	C01	   Infections
C0343890	Systemic cryptococcosis	phenotype	C01	   Infections
C0276651	Aspergilloma	disease	C01	   Infections
C0149778	Soft Tissue Infection	group	C01	   Infections
C2711472	Infection by Trypanosoma brucei brucei	disease	C01	   Infections
C1096572	Staphylococcus epidermidis infection	disease	C01	   Infections
C0041471	TYPHUS	disease	C01	   Infections
C0343755	HIV Wasting Syndrome	disease	C01	   Infections
C0040558	Toxoplasmosis	disease	C01	   Infections
C0343713	Gonococcal arthritis dermatitis syndrome	disease	C01	   Infections
C0149770	Rectal abscess	phenotype	C01	   Infections
C4703485	Disseminated viral infection	disease	C01	   Infections
C0858312	Mycobacterium tuberculosis meningitis	disease	C01	   Infections
C0041343	Tubo-ovarian abscess	disease	C01	   Infections
C0085399	Ehrlichiosis	disease	C01	   Infections
C0206602	Circovirus Infections	disease	C01	   Infections
C0276085	Ecthyma gangrenosum	disease	C01	   Infections
C0740766	Acute pneumonia	disease	C01	   Infections
C1827192	Allergic fungal sinusitis	disease	C01	   Infections
C0024793	Marek Disease	disease	C01	   Infections
C0751583	Encephalitis, West Nile Fever	disease	C01	   Infections
C1609538	Latent Tuberculosis	disease	C01	   Infections
C0269062	Chronic cervicitis	disease	C01	   Infections
C0275911	Tuberculosis of intestines	disease	C01	   Infections
C0275909	Tuberculosis of brain	disease	C01	   Infections
C0338551	Leprosy neuropathy	disease	C01	   Infections
C0852110	Lower respiratory tract infection viral	group	C01	   Infections
C1384589	Tinea cruris	disease	C01	   Infections
C0149801	Sepsis due to urinary tract infection	disease	C01	   Infections
C0014078	Venezuelan equine encephalomyelitis	disease	C01	   Infections
C0018572	Hand, Foot and Mouth Disease	disease	C01	   Infections
C0031351	Pharyngo-Conjunctival Fever	disease	C01	   Infections
C0264383	Organized pneumonia	disease	C01	   Infections
C0238106	Clostridium difficile colitis	disease	C01	   Infections
C0037753	Sparganosis	disease	C01	   Infections
C0006277	Bronchitis	disease	C01	   Infections
C1512508	Human herpesvirus 8 infection	disease	C01	   Infections
C0019338	Herpangina	disease	C01	   Infections
C1096567	Klebsiella oxytoca infection	disease	C01	   Infections
C3853962	Enterovirus 71 infection	disease	C01	   Infections
C0014040	Encephalitis Lethargica	disease	C01	   Infections
C3891815	Arthritis, Suppurative	disease	C01	   Infections
C0039614	Tetanus	disease	C01	   Infections
C0043124	West Nile Fever	disease	C01	   Infections
C1527258	Infantile paralysis	disease	C01	   Infections
C1279386	Postoperative pneumonia	disease	C01	   Infections
C0343804	Chronic Chagas' disease	disease	C01	   Infections
C1264610	Infectious peritonitis	disease	C01	   Infections
C0085388	Intracranial Tuberculoma	disease	C01	   Infections
C0276687	Disseminated cryptococcosis	disease	C01	   Infections
C0042721	Viral hepatitis	group	C01	   Infections
C0013467	East Coast Fever	disease	C01	   Infections
C1827894	Upper urinary tract infection	disease	C01	   Infections
C0276883	Zoonotic form of cutaneous leishmaniasis	disease	C01	   Infections
C0035469	Rhinosporidiosis	disease	C01	   Infections
C2711110	Hepatitis B and hepatitis C	disease	C01	   Infections
C0042769	Virus Diseases	group	C01	   Infections
C4543807	Clinical malaria	disease	C01	   Infections
C0343729	Anal warts	disease	C01	   Infections
C1290647	Chronic apical abscess	disease	C01	   Infections
C0043037	Common wart	disease	C01	   Infections
C3495091	Bacteremia caused by Gram-negative bacteria	phenotype	C01	   Infections
C2317131	Acute rhinosinusitis	disease	C01	   Infections
C0149516	Chronic sinusitis	disease	C01	   Infections
C0025294	Meningococcal meningitis	disease	C01	   Infections
C3249881	Infection - suppurative	group	C01	   Infections
C0751343	Myelitis, Postinfectious	disease	C01	   Infections
C0024759	Mansonelliasis	disease	C01	   Infections
C0001338	Herpetic Acute Necrotizing Encephalitis	disease	C01	   Infections
C0026780	Mumps	disease	C01	   Infections
C0041466	Typhoid Fever	disease	C01	   Infections
C0030481	Tropical Spastic Paraparesis	disease	C01	   Infections
C0043395	Yellow Fever	disease	C01	   Infections
C0276044	Contagious bovine pleuropneumonia	disease	C01	   Infections
C0022504	Kaposi Varicelliform Eruption	disease	C01	   Infections
C1562908	Leprosy, Paucibacillary	disease	C01	   Infections
C0035112	Reoviridae Infections	group	C01	   Infections
C0011226	Hepatitis D Infection	disease	C01	   Infections
C0035022	Tick-borne relapsing fever	disease	C01	   Infections
C0520788	Posttransfusion viral hepatitis	disease	C01	   Infections
C0237967	pediatric AIDS	disease	C01	   Infections
C0085395	Ureaplasma Infections	group	C01	   Infections
C0206604	Arterivirus Infections	group	C01	   Infections
C1318973	Staphylococcus aureus infection	disease	C01	   Infections
C1333063	Classical Burkitt Lymphoma	disease	C01	   Infections
C0041296	Tuberculosis	disease	C01	   Infections
C0302358	Disease caused by Shigella dysenteriae	disease	C01	   Infections
C0040561	Ocular Toxoplasmosis	disease	C01	   Infections
C1262299	Oral wart	disease	C01	   Infections
C0009774	Viral Conjunctivitis	disease	C01	   Infections
C0206611	Pestivirus Infections	group	C01	   Infections
C0264270	Hypertrophic rhinitis	disease	C01	   Infections
C0400914	Acute hepatitis C	disease	C01	   Infections
C0409579	Rheumatic joint disease	disease	C01	   Infections
C3163971	Sepsis due to Salmonella	disease	C01	   Infections
C0749591	tonsillopharyngitis	disease	C01	   Infections
C1282227	Postoperative endophthalmitis	disease	C01	   Infections
C1959859	Acute lyme disease	disease	C01	   Infections
C3830467	Disseminated Bacillus Calmette-Guerin infection	disease	C01	   Infections
C4023003	Recurrent vulvovaginal candidiasis	phenotype	C01	   Infections
C0014009	Empyema	disease	C01	   Infections
C0014013	Empyema, Pleural	disease	C01	   Infections
C0341479	Infected pancreatic necrosis	disease	C01	   Infections
C0036323	Schistosomiasis	disease	C01	   Infections
C0153188	Syphilis, tertiary	disease	C01	   Infections
C0023290	Leishmaniasis, Visceral	disease	C01	   Infections
C0029307	Oroya Fever	disease	C01	   Infections
C0393489	Vacuolar myelopathy	disease	C01	   Infections
C0521839	Influenza-like illness	disease	C01	   Infections
C0031154	Peritonitis	disease	C01	   Infections
C3873491	Invasive meningococcal disease	disease	C01	   Infections
C0009021	Clonorchiasis	disease	C01	   Infections
C0343101	Wells syndrome	disease	C01	   Infections
C0040820	Trematode Infections	group	C01	   Infections
C0085397	Pasteurellaceae Infections	group	C01	   Infections
C0338375	Aseptic peritonitis	disease	C01	   Infections
C0085436	Meningitis, Cryptococcal	disease	C01	   Infections
C0004031	Aspergillosis, Allergic Bronchopulmonary	disease	C01	   Infections
C0151332	Active tuberculosis	disease	C01	   Infections
C2608043	Folliculitis decalvans	disease	C01	   Infections
C0001344	Acute pharyngitis	disease	C01	   Infections
C0006852	Candidiasis of vagina	disease	C01	   Infections
C0027613	Neonatal hepatitis	disease	C01	   Infections
C0456097	Congenital viral disease	group	C01	   Infections
C0041326	Pleural Tuberculosis	disease	C01	   Infections
C3825221	Brucellosis in animals	disease	C01	   Infections
C0001361	Acute tonsillitis	disease	C01	   Infections
C0694549	Community acquired pneumonia	disease	C01	   Infections
C1272766	Follicular bronchiolitis	disease	C01	   Infections
C1835931	ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY	disease	C01	   Infections
C3203574	Epstein-Barr virus associated lymphoma	disease	C01	   Infections
C3887503	Neonatal Listeriosis	disease	C01	   Infections
C0242301	furuncle	disease	C01	   Infections
C0276429	Enteroviral encephalomyelitis	phenotype	C01	   Infections
C0349415	Gram-positive septic shock	disease	C01	   Infections
C0275778	Lyme carditis	disease	C01	   Infections
C0206525	Tuberculosis, Drug-Resistant	disease	C01	   Infections
C2936833	Mycobacterium tuberculosis, susceptibility to infection by	phenotype	C01	   Infections
C0153045	Herpes simplex meningitis	disease	C01	   Infections
C0008149	Chlamydia Infections	group	C01	   Infections
C0006309	Brucellosis	disease	C01	   Infections
C0039133	Syphilis, Latent	disease	C01	   Infections
C0035021	Relapsing Fever	disease	C01	   Infections
C0004623	Bacterial Infections	group	C01	   Infections
C0013370	Amebic colitis	disease	C01	   Infections
C0282687	Hemorrhagic Fever, Ebola	disease	C01	   Infections
C0586989	Varicella Zoster Virus Infection	group	C01	   Infections
C1719404	Idiopathic transverse myelitis	disease	C01	   Infections
C0235812	Vitritis	disease	C01	   Infections
C2020625	Group B Streptococcal Infection	disease	C01	   Infections
C0276447	Rhinovirus infection	disease	C01	   Infections
C0341335	Cytomegaloviral colitis	disease	C01	   Infections
C0263421	Acrodermatitis atrophicans chronica	disease	C01	   Infections
C0153065	Encephalomyelitis, Eastern Equine	disease	C01	   Infections
C1395264	Deep seated dermatophytosis	disease	C01	   Infections
C3472698	Non-allergic rhinitis	disease	C01	   Infections
C0004669	Bacteroides Infections	group	C01	   Infections
C0026976	Myelitis, Transverse	disease	C01	   Infections
C0018889	Helminthiasis	disease	C01	   Infections
C3804981	JC virus granule cell neuronopathy	disease	C01	   Infections
C2931317	Primary syphilis	disease	C01	   Infections
C0037278	Skin Diseases, Infectious	group	C01	   Infections
C1970879	ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)	disease	C01	   Infections
C1970859	Atypical Mycobacteriosis, Familial, X-Linked 2	disease	C01	   Infections
C1443892	Chronic Q Fever	disease	C01	   Infections
C0155143	Acute follicular conjunctivitis	disease	C01	   Infections
C0949083	Hospital acquired pneumonia	disease	C01	   Infections
C0035369	Retroviridae Infections	group	C01	   Infections
C0343752	Acute HIV infection	disease	C01	   Infections
C0279582	Childhood Burkitt Leukemia	disease	C01	   Infections
C0149991	TOXIGENIC E COLI	disease	C01	   Infections
C0079487	Helicobacter Infections	group	C01	   Infections
C0553576	Systemic mycosis	disease	C01	   Infections
C0730315	Acute central serous chorioretinopathy	disease	C01	   Infections
C0153560	Kaposi's sarcoma of skin	disease	C01	   Infections
C0040199	Tick-borne fever	disease	C01	   Infections
C0276035	Glasser's disease	disease	C01	   Infections
C0152074	Ethiopian cutaneous leishmaniasis	disease	C01	   Infections
C0014057	Japanese Encephalitis	disease	C01	   Infections
C0740690	Multiple abscesses	disease	C01	   Infections
C0275616	Infection due to Clostridium chauvoei	disease	C01	   Infections
C0747556	Recurrent pharyngitis	phenotype	C01	   Infections
C0554628	Group A Streptococcal Infections	disease	C01	   Infections
C0343758	Typhus group rickettsial disease	disease	C01	   Infections
C3899282	Early Disseminated Lyme Disease	disease	C01	   Infections
C0041309	Tuberculosis, Cutaneous	disease	C01	   Infections
C0043167	Pertussis	disease	C01	   Infections
C0276640	Transmissible mink encephalopathy	disease	C01	   Infections
C0276638	Pseudoscarlatina	disease	C01	   Infections
C0948264	Neuroborreliosis	disease	C01	   Infections
C0398677	Ocular sarcoidosis	disease	C01	   Infections
C0038539	Empyema, Subdural	disease	C01	   Infections
C0008582	Chromoblastomycosis	disease	C01	   Infections
C0276839	Infection by Cytauxzoon	phenotype	C01	   Infections
C0277526	Dysenteric diarrhea	disease	C01	   Infections
C0008711	Chronic rhinitis	disease	C01	   Infections
C0002016	Aleutian Mink Disease	disease	C01	   Infections
C0242337	BLV Infections	group	C01	   Infections
C0276108	Chlamydia psittaci infection	disease	C01	   Infections
C0149514	Acute bronchitis	disease	C01	   Infections
C0015674	Chronic Fatigue Syndrome	disease	C01	   Infections
C0729552	Genital infection	group	C01	   Infections
C0040524	Septic Toxemia	disease	C01	   Infections
C0155567	Rheumatic aortic stenosis	disease	C01	   Infections
C0026718	Mucormycosis	disease	C01	   Infections
C1268606	Localized candidiasis	disease	C01	   Infections
C0275904	Tuberculosis, Central Nervous System	disease	C01	   Infections
C1264624	Fatal infectious mononucleosis	disease	C01	   Infections
C0008033	Pleuritic pain	phenotype	C01	   Infections
C0003177	Cutaneous anthrax	disease	C01	   Infections
C3806482	Recurrent respiratory infections	phenotype	C01	   Infections
C0042136	Infection of uterus	group	C01	   Infections
C0679362	Tuberculosis, extrapulmonary	disease	C01	   Infections
C0276275	Disease due to Parvoviridae	disease	C01	   Infections
C1853193	Recurrent skin infections	phenotype	C01	   Infections
C0276688	Pulmonary cryptococcosis	disease	C01	   Infections
C0157845	Unspecified infective arthritis involving forearm	disease	C01	   Infections
C0006274	Bronchiolitis, Viral	disease	C01	   Infections
C0152069	Echinococcus multilocularis infection	disease	C01	   Infections
C0157847	Unspecified infective arthritis, pelvic region and thigh	disease	C01	   Infections
C0751586	West Nile Fever Myelitis	disease	C01	   Infections
C4551494	Desquamative gingivitis	disease	C01	   Infections
C0012624	Discitis	disease	C01	   Infections
C0694550	Recurrent pneumonia	disease	C01	   Infections
C4303085	Infection caused by Loa	disease	C01	   Infections
C0025293	Meningitis, Listeria	disease	C01	   Infections
C0205858	General Paralysis	disease	C01	   Infections
C0031946	Pinta	disease	C01	   Infections
C0014378	Enterovirus Infections	group	C01	   Infections
C1142553	Primary HIV infection	disease	C01	   Infections
C0864813	Sporothrix schenckii Infection	disease	C01	   Infections
C4543948	Localized cutaneous leishmaniasis	disease	C01	   Infections
C0451697	Immunodeficiency following hereditary defective response to Epstein-Barr virus	phenotype	C01	   Infections
C0024449	Mycetoma	disease	C01	   Infections
C1812609	Variola major	disease	C01	   Infections
C0023240	Legionellosis	disease	C01	   Infections
C0339403	Presumed ocular histoplasmosis syndrome	disease	C01	   Infections
C0729555	Infection of digestive system	group	C01	   Infections
C0003175	Anthrax disease	disease	C01	   Infections
C0206752	Alphavirus Infections	group	C01	   Infections
C0038041	Spotted Fever Group Rickettsiosis	disease	C01	   Infections
C0155568	Rheumatic aortic regurgitation	disease	C01	   Infections
C0004659	Bacteriuria	phenotype	C01	   Infections
