diseaseNID	diseaseClassNID	diseaseClassNID	vocabulary	diseaseClass	diseaseClassName	diseaseNID	diseaseId	diseaseName	type
2692	20	20	MSH	C01	   Infections	2692	C0035585	Rickettsia Infections	group
14606	20	20	MSH	C01	   Infections	14606	C1368771	Burkitt-like lymphoma	disease
3061	20	20	MSH	C01	   Infections	3061	C0041228	African Trypanosomiasis	disease
780	20	20	MSH	C01	   Infections	780	C0011630	Dermatomycoses	group
12579	20	20	MSH	C01	   Infections	12579	C0858321	Plasmodium vivax infection	disease
12578	20	20	MSH	C01	   Infections	12578	C0858320	Plasmodium ovale infection	disease
1815	20	20	MSH	C01	   Infections	1815	C0024110	Lung Abscess	disease
4213	20	20	MSH	C01	   Infections	4213	C0162526	AIDS-Related Opportunistic Infections	group
251	20	20	MSH	C01	   Infections	251	C0003875	Arthritis, Viral	disease
15272	20	20	MSH	C01	   Infections	15272	C1629504	Atypical Burkitt's lymphoma	disease
2551	20	20	MSH	C01	   Infections	2551	C0033817	Pseudomonas Infections	group
3067	20	20	MSH	C01	   Infections	3067	C0041311	Tuberculosis, Female Genital	disease
8456	20	20	MSH	C01	   Infections	8456	C0343856	Systemic aspergillosis	disease
12383	20	20	MSH	C01	   Infections	12383	C0854248	Pneumonia due to Gram negative bacteria	group
8071	20	20	MSH	C01	   Infections	8071	C0340354	Q fever endocarditis	disease
7012	20	20	MSH	C01	   Infections	7012	C0275594	Infection due to Brucella suis	disease
2205	20	20	MSH	C01	   Infections	2205	C0029001	Onchocerciasis	disease
7450	20	20	MSH	C01	   Infections	7450	C0281778	Anal abscess	disease
1951	20	20	MSH	C01	   Infections	1951	C0025306	Meningococcemia	disease
261	20	20	MSH	C01	   Infections	261	C0004030	Aspergillosis	disease
4423	20	20	MSH	C01	   Infections	4423	C0206019	HIV Encephalopathy	disease
24100	20	20	MSH	C01	   Infections	24100	C3873533	Mycobacterial lymphadenitis	disease
3224	20	20	MSH	C01	   Infections	3224	C0043528	Zoonoses	disease
6659	20	20	MSH	C01	   Infections	6659	C0270686	Fungal infection of brain	group
2780	20	20	MSH	C01	   Infections	2780	C0036917	Sexually Transmitted Diseases, Bacterial	group
15102	20	20	MSH	C01	   Infections	15102	C1535985	Staphylococcal osteomyelitis	disease
4258	20	20	MSH	C01	   Infections	4258	C0162836	Hidradenitis Suppurativa	disease
3538	20	20	MSH	C01	   Infections	3538	C0149725	Lower respiratory tract infection	group
14012	20	20	MSH	C01	   Infections	14012	C1318711	Herpes simplex type 1 infection	disease
3732	20	20	MSH	C01	   Infections	3732	C0152084	Jaccoud's syndrome	disease
4228	20	20	MSH	C01	   Infections	4228	C0162627	Skin Diseases, Bacterial	group
11140	20	20	MSH	C01	   Infections	11140	C0729771	Infective pharyngitis	group
6286	20	20	MSH	C01	   Infections	6286	C0267541	Typhlocolitis	disease
4001	20	20	MSH	C01	   Infections	4001	C0155072	Mooren's ulcer	disease
6313	20	20	MSH	C01	   Infections	6313	C0267830	Liver Abscess, Pyogenic	disease
1396	20	20	MSH	C01	   Infections	1396	C0019385	Herpetic meningoencephalitis	disease
1141	20	20	MSH	C01	   Infections	1141	C0016867	Furunculosis	disease
13248	20	20	MSH	C01	   Infections	13248	C1142536	Pneumonia due to methicillin resistant Staphylococcus aureus	disease
9073	20	20	MSH	C01	   Infections	9073	C0395905	Postauricular fistula	disease
692	20	20	MSH	C01	   Infections	692	C0010246	Coxsackievirus Infections	group
13571	20	20	MSH	C01	   Infections	13571	C1274408	Chronic plaque-like oral candidiasis	disease
2345	20	20	MSH	C01	   Infections	2345	C0030524	Paratuberculosis	disease
10088	20	20	MSH	C01	   Infections	10088	C0483368	Human anaplasmosis due to Anaplasma phagocytophilum	disease
3063	20	20	MSH	C01	   Infections	3063	C0041295	Tuberculoma	disease
5565	20	20	MSH	C01	   Infections	5565	C0242381	Lyme Arthritis	disease
7037	20	20	MSH	C01	   Infections	7037	C0276138	Viral myocarditis	disease
10360	20	20	MSH	C01	   Infections	10360	C0524910	Hepatitis C, Chronic	disease
22848	20	20	MSH	C01	   Infections	22848	C3534585	Infection caused by Norovirus	group
28728	20	20	MSH	C01	   Infections	28728	C4518562	Pneumonia caused by Gram positive bacteria	disease
8424	20	20	MSH	C01	   Infections	8424	C0343431	Disseminated mycobacteriosis	disease
3422	20	20	MSH	C01	   Infections	3422	C0085692	Hemorrhagic cystitis	disease
13029	20	20	MSH	C01	   Infections	13029	C0948949	fungus foot	disease
20638	20	20	MSH	C01	   Infections	20638	C2698045	Merkel Cell Polyomavirus Infection	disease
2455	20	20	MSH	C01	   Infections	2455	C0032231	Pleurisy	disease
2948	20	20	MSH	C01	   Infections	2948	C0039223	Tabes Dorsalis	disease
3454	20	20	MSH	C01	   Infections	3454	C0086227	Enterobiasis	disease
13564	20	20	MSH	C01	   Infections	13564	C1274297	Febrile Ulceronecrotic Mucha-Habermann disease	disease
24114	20	20	MSH	C01	   Infections	24114	C3875265	Febrile urinary tract infection	disease
8035	20	20	MSH	C01	   Infections	8035	C0339952	Secondary bacterial pneumonia	disease
10092	20	20	MSH	C01	   Infections	10092	C0489980	Disseminated due to other mycobacteria	disease
1658	20	20	MSH	C01	   Infections	1658	C0022729	Klebsiella Infections	group
23500	20	20	MSH	C01	   Infections	23500	C3805156	Chronic hepatitis C virus genotype 1	disease
4466	20	20	MSH	C01	   Infections	4466	C0206615	Pneumovirus Infections	group
2458	20	20	MSH	C01	   Infections	2458	C0032269	Pneumococcal Infections	group
13311	20	20	MSH	C01	   Infections	13311	C1257843	pseudomembranous colitis	disease
3008	20	20	MSH	C01	   Infections	3008	C0040252	Tinea corporis (disorder)	disease
5861	20	20	MSH	C01	   Infections	5861	C0264757	Rheumatic disease of heart valve	disease
8941	20	20	MSH	C01	   Infections	8941	C0392663	Infection by Wuchereria bancrofti	disease
21638	20	20	MSH	C01	   Infections	21638	C2973787	Coxiella burnetii Infection	disease
27886	20	20	MSH	C01	   Infections	27886	C4289792	Chronic Active EBV Infection of T-and NK-Cell Type, Systemic Form	disease
8459	20	20	MSH	C01	   Infections	8459	C0343881	Central nervous system candidiasis	disease
15591	20	20	MSH	C01	   Infections	15591	C1761609	Aspiration pneumonitis	disease
12293	20	20	MSH	C01	   Infections	12293	C0851882	Infection caused by Francisella	disease
8141	20	20	MSH	C01	   Infections	8141	C0341022	Chronic hyperplastic candidiasis	disease
21183	20	20	MSH	C01	   Infections	21183	C2887084	Sepsis due to Streptococcus pneumoniae	disease
1950	20	20	MSH	C01	   Infections	1950	C0025303	Meningococcal Infections	group
4711	20	20	MSH	C01	   Infections	4711	C0221237	Angular cheilitis	disease
10822	20	20	MSH	C01	   Infections	10822	C0596773	Infectious Encephalitis	disease
952	20	20	MSH	C01	   Infections	952	C0014236	Endophthalmitis	disease
11417	20	20	MSH	C01	   Infections	11417	C0747651	Recurrent aspiration pneumonia	disease
12389	20	20	MSH	C01	   Infections	12389	C0854328	Infection due to anaerobic bacteria	group
7066	20	20	MSH	C01	   Infections	7066	C0276548	HIV encephalitis	disease
27249	20	20	MSH	C01	   Infections	27249	C4082764	Gastrointestinal infection	disease
21192	20	20	MSH	C01	   Infections	21192	C2900450	Other Creutzfeldt-Jakob disease	disease
865	20	20	MSH	C01	   Infections	865	C0013371	Shigella Infections	group
7104	20	20	MSH	C01	   Infections	7104	C0277331	Disease due to Acanthocephala	disease
14894	20	20	MSH	C01	   Infections	14894	C1504514	Infection by human herpesvirus 7	disease
7038	20	20	MSH	C01	   Infections	7038	C0276161	Subacute adenoviral encephalitis	disease
1347	20	20	MSH	C01	   Infections	1347	C0019097	Hemorrhagic Fever, Argentinian	disease
3065	20	20	MSH	C01	   Infections	3065	C0041307	Tuberculosis, Bovine	disease
7517	20	20	MSH	C01	   Infections	7517	C0302360	Disease caused by Shigella boydii	disease
9948	20	20	MSH	C01	   Infections	9948	C0458385	Site-specific infective disorders of skin	group
293	20	20	MSH	C01	   Infections	293	C0004576	Babesiosis	disease
22070	20	20	MSH	C01	   Infections	22070	C3160847	Perinatal HIV infection	disease
435	20	20	MSH	C01	   Infections	435	C0006848	Mucocutaneous candidiasis	disease
8467	20	20	MSH	C01	   Infections	8467	C0344020	Onchodermatitis	disease
10198	20	20	MSH	C01	   Infections	10198	C0520798	Hepatic schistosomiasis	disease
27320	20	20	MSH	C01	   Infections	27320	C4087436	HIV viraemia	disease
12487	20	20	MSH	C01	   Infections	12487	C0856238	Influenza (epidemic)	disease
2413	20	20	MSH	C01	   Infections	2413	C0031350	Pharyngitis	disease
13322	20	20	MSH	C01	   Infections	13322	C1258039	Henipavirus Infections	group
6087	20	20	MSH	C01	   Infections	6087	C0266024	Moon's molar teeth	disease
20738	20	20	MSH	C01	   Infections	20738	C2720436	Fibrosis of pleura	disease
1360	20	20	MSH	C01	   Infections	1360	C0019159	Hepatitis A	disease
7024	20	20	MSH	C01	   Infections	7024	C0275919	Tuberculous ascites	disease
27956	20	20	MSH	C01	   Infections	27956	C4303092	Cystic echinococcosis	phenotype
10134	20	20	MSH	C01	   Infections	10134	C0497169	hiv-infection/aids	disease
11131	20	20	MSH	C01	   Infections	11131	C0729519	Bacterial upper respiratory infection	group
7055	20	20	MSH	C01	   Infections	7055	C0276340	Respiratory syncytial virus bronchiolitis	disease
13036	20	20	MSH	C01	   Infections	13036	C0949091	Candida sepsis	disease
7097	20	20	MSH	C01	   Infections	7097	C0277005	Opisthorchis viverrini Infection	disease
7035	20	20	MSH	C01	   Infections	7035	C0276096	Mastitis-metritis-agalactia syndrome	disease
27710	20	20	MSH	C01	   Infections	27710	C4275003	Familial Creutzfeldt-Jakob	disease
2729	20	20	MSH	C01	   Infections	2729	C0036329	Schistosomiasis japonica	disease
2235	20	20	MSH	C01	   Infections	2235	C0029342	Orthomyxoviridae Infections	group
11295	20	20	MSH	C01	   Infections	11295	C0742964	Bacterial cystitis	disease
13988	20	20	MSH	C01	   Infections	13988	C1313983	Acute contagious conjunctivitis	disease
362	20	20	MSH	C01	   Infections	362	C0005866	Bluetongue infection	disease
7014	20	20	MSH	C01	   Infections	7014	C0275686	Congenital listeriosis	disease
8177	20	20	MSH	C01	   Infections	8177	C0341503	Bacterial peritonitis	disease
1348	20	20	MSH	C01	   Infections	1348	C0019099	Hemorrhagic Fever, Crimean	disease
7015	20	20	MSH	C01	   Infections	7015	C0275703	Brazilian purpuric fever	disease
27038	20	20	MSH	C01	   Infections	27038	C4049342	Foot osteomyelitis	disease
10359	20	20	MSH	C01	   Infections	10359	C0524909	Hepatitis B, Chronic	disease
3342	20	20	MSH	C01	   Infections	3342	C0085396	Neisseriaceae Infections	group
1346	20	20	MSH	C01	   Infections	1346	C0019096	Hemorrhagic Fever, American	disease
248	20	20	MSH	C01	   Infections	248	C0003869	Arthritis, Infectious	group
7003	20	20	MSH	C01	   Infections	7003	C0275518	Acute infectious disease	group
3085	20	20	MSH	C01	   Infections	3085	C0041351	Tularemia	disease
829	20	20	MSH	C01	   Infections	829	C0012754	Distemper	disease
4177	20	20	MSH	C01	   Infections	4177	C0158945	Congenital cytomegalovirus infection	disease
24052	20	20	MSH	C01	   Infections	24052	C3853540	Aspirin exacerbated respiratory disease	disease
11137	20	20	MSH	C01	   Infections	11137	C0729584	Infective meningitis	disease
973	20	20	MSH	C01	   Infections	973	C0014541	Epiglottitis	disease
13052	20	20	MSH	C01	   Infections	13052	C0949804	Polyomavirus Infections	group
11677	20	20	MSH	C01	   Infections	11677	C0751341	Infectious Myelitis	disease
4079	20	20	MSH	C01	   Infections	4079	C0155870	Pneumonia and influenza	disease
2907	20	20	MSH	C01	   Infections	2907	C0038463	Strongyloidiasis	disease
2723	20	20	MSH	C01	   Infections	2723	C0036231	Sarcocystosis	disease
1571	20	20	MSH	C01	   Infections	1571	C0021345	Infectious Mononucleosis	disease
17653	20	20	MSH	C01	   Infections	17653	C1852467	Creutzfeldt-Jakob Disease, Sporadic	disease
24104	20	20	MSH	C01	   Infections	24104	C3874374	Oncovirus infection	disease
7032	20	20	MSH	C01	   Infections	7032	C0276088	Escherichia coli septicemia	disease
92	20	20	MSH	C01	   Infections	92	C0001857	AIDS related complex	disease
3200	20	20	MSH	C01	   Infections	3200	C0043102	Weil Disease	disease
4231	20	20	MSH	C01	   Infections	4231	C0162637	Strongylida Infections	group
8417	20	20	MSH	C01	   Infections	8417	C0343379	Enterotoxigenic Escherichia coli gastrointestinal tract infection	disease
21268	20	20	MSH	C01	   Infections	21268	C2930924	Interferon gamma, receptor 1, deficiency	disease
12381	20	20	MSH	C01	   Infections	12381	C0854211	Bacterial keratitis	disease
722	20	20	MSH	C01	   Infections	722	C0010678	Cysticercosis	disease
3833	20	20	MSH	C01	   Infections	3833	C0153252	Systemic candidiasis	disease
2720	20	20	MSH	C01	   Infections	2720	C0036220	Kaposi Sarcoma	disease
2176	20	20	MSH	C01	   Infections	2176	C0028425	Crusted scabies	disease
185	20	20	MSH	C01	   Infections	185	C0003089	Ankylosing spondylitis and other inflammatory spondylopathies	disease
15071	20	20	MSH	C01	   Infections	15071	C1532094	Paralytic rabies	disease
12873	20	20	MSH	C01	   Infections	12873	C0919659	Oropharyngeal candidiasis	disease
2089	20	20	MSH	C01	   Infections	2089	C0027441	Nasopharyngitis	disease
14585	20	20	MSH	C01	   Infections	14585	C1367420	Kaposiform Hemangioendothelioma	disease
7067	20	20	MSH	C01	   Infections	7067	C0276609	Acute type B viral hepatitis	disease
3887	20	20	MSH	C01	   Infections	3887	C0153562	Kaposi's sarcoma of palate	disease
6654	20	20	MSH	C01	   Infections	6654	C0270629	Epidural Abscess	disease
7499	20	20	MSH	C01	   Infections	7499	C0300934	Primary Amebic Meningoencephalitis	disease
15150	20	20	MSH	C01	   Infections	15150	C1562067	Human T-cell Lymphoma Virus Type -1 associated uveitis	disease
21631	20	20	MSH	C01	   Infections	21631	C2960634	Reactivation of hepatitis B viral hepatitis	disease
14475	20	20	MSH	C01	   Infections	14475	C1335482	Gastric Burkitt Lymphoma	disease
12840	20	20	MSH	C01	   Infections	12840	C0887976	Chlamydophila Infections	group
27210	20	20	MSH	C01	   Infections	27210	C4073207	Bilateral facial muscle weakness	disease
12925	20	20	MSH	C01	   Infections	12925	C0936243	HIV-1-Associated Cognitive Motor Complex	disease
895	20	20	MSH	C01	   Infections	895	C0013533	Echovirus Infections	group
7231	20	20	MSH	C01	   Infections	7231	C0278764	Adult Burkitt Lymphoma	disease
27936	20	20	MSH	C01	   Infections	27936	C4302251	Dengue without warning signs	disease
1716	20	20	MSH	C01	   Infections	1716	C0023343	Leprosy	disease
2765	20	20	MSH	C01	   Infections	2765	C0036686	Gram positive sepsis	group
8876	20	20	MSH	C01	   Infections	8876	C0376618	Endotoxemia	phenotype
29386	20	20	MSH	C01	   Infections	29386	C4552332	Congenital Zika syndrome	disease
956	20	20	MSH	C01	   Infections	956	C0014347	Enterobacteriaceae Infections	group
1351	20	20	MSH	C01	   Infections	1351	C0019104	Hemorrhagic Fevers, Viral	disease
7043	20	20	MSH	C01	   Infections	7043	C0276226	Herpes encephalitis	disease
8461	20	20	MSH	C01	   Infections	8461	C0343890	Systemic cryptococcosis	phenotype
7073	20	20	MSH	C01	   Infections	7073	C0276651	Aspergilloma	disease
3551	20	20	MSH	C01	   Infections	3551	C0149778	Soft Tissue Infection	group
20681	20	20	MSH	C01	   Infections	20681	C2711472	Infection by Trypanosoma brucei brucei	disease
13108	20	20	MSH	C01	   Infections	13108	C1096572	Staphylococcus epidermidis infection	disease
3090	20	20	MSH	C01	   Infections	3090	C0041471	TYPHUS	disease
8449	20	20	MSH	C01	   Infections	8449	C0343755	HIV Wasting Syndrome	disease
3032	20	20	MSH	C01	   Infections	3032	C0040558	Toxoplasmosis	disease
8442	20	20	MSH	C01	   Infections	8442	C0343713	Gonococcal arthritis dermatitis syndrome	disease
3546	20	20	MSH	C01	   Infections	3546	C0149770	Rectal abscess	phenotype
29623	20	20	MSH	C01	   Infections	29623	C4703485	Disseminated viral infection	disease
12577	20	20	MSH	C01	   Infections	12577	C0858312	Mycobacterium tuberculosis meningitis	disease
3083	20	20	MSH	C01	   Infections	3083	C0041343	Tubo-ovarian abscess	disease
3344	20	20	MSH	C01	   Infections	3344	C0085399	Ehrlichiosis	disease
4462	20	20	MSH	C01	   Infections	4462	C0206602	Circovirus Infections	disease
7031	20	20	MSH	C01	   Infections	7031	C0276085	Ecthyma gangrenosum	disease
11226	20	20	MSH	C01	   Infections	11226	C0740766	Acute pneumonia	disease
15607	20	20	MSH	C01	   Infections	15607	C1827192	Allergic fungal sinusitis	disease
1890	20	20	MSH	C01	   Infections	1890	C0024793	Marek Disease	disease
11800	20	20	MSH	C01	   Infections	11800	C0751583	Encephalitis, West Nile Fever	disease
15231	20	20	MSH	C01	   Infections	15231	C1609538	Latent Tuberculosis	disease
6613	20	20	MSH	C01	   Infections	6613	C0269062	Chronic cervicitis	disease
7023	20	20	MSH	C01	   Infections	7023	C0275911	Tuberculosis of intestines	disease
7022	20	20	MSH	C01	   Infections	7022	C0275909	Tuberculosis of brain	disease
7920	20	20	MSH	C01	   Infections	7920	C0338551	Leprosy neuropathy	disease
12304	20	20	MSH	C01	   Infections	12304	C0852110	Lower respiratory tract infection viral	group
14657	20	20	MSH	C01	   Infections	14657	C1384589	Tinea cruris	disease
3556	20	20	MSH	C01	   Infections	3556	C0149801	Sepsis due to urinary tract infection	disease
936	20	20	MSH	C01	   Infections	936	C0014078	Venezuelan equine encephalomyelitis	disease
1270	20	20	MSH	C01	   Infections	1270	C0018572	Hand, Foot and Mouth Disease	disease
2414	20	20	MSH	C01	   Infections	2414	C0031351	Pharyngo-Conjunctival Fever	disease
5815	20	20	MSH	C01	   Infections	5815	C0264383	Organized pneumonia	disease
5252	20	20	MSH	C01	   Infections	5252	C0238106	Clostridium difficile colitis	disease
2836	20	20	MSH	C01	   Infections	2836	C0037753	Sparganosis	disease
410	20	20	MSH	C01	   Infections	410	C0006277	Bronchitis	disease
14946	20	20	MSH	C01	   Infections	14946	C1512508	Human herpesvirus 8 infection	disease
1386	20	20	MSH	C01	   Infections	1386	C0019338	Herpangina	disease
13107	20	20	MSH	C01	   Infections	13107	C1096567	Klebsiella oxytoca infection	disease
24055	20	20	MSH	C01	   Infections	24055	C3853962	Enterovirus 71 infection	disease
925	20	20	MSH	C01	   Infections	925	C0014040	Encephalitis Lethargica	disease
24327	20	20	MSH	C01	   Infections	24327	C3891815	Arthritis, Suppurative	disease
2974	20	20	MSH	C01	   Infections	2974	C0039614	Tetanus	disease
3204	20	20	MSH	C01	   Infections	3204	C0043124	West Nile Fever	disease
15026	20	20	MSH	C01	   Infections	15026	C1527258	Infantile paralysis	disease
13673	20	20	MSH	C01	   Infections	13673	C1279386	Postoperative pneumonia	disease
8454	20	20	MSH	C01	   Infections	8454	C0343804	Chronic Chagas' disease	disease
13430	20	20	MSH	C01	   Infections	13430	C1264610	Infectious peritonitis	disease
3339	20	20	MSH	C01	   Infections	3339	C0085388	Intracranial Tuberculoma	disease
7081	20	20	MSH	C01	   Infections	7081	C0276687	Disseminated cryptococcosis	disease
3165	20	20	MSH	C01	   Infections	3165	C0042721	Viral hepatitis	group
887	20	20	MSH	C01	   Infections	887	C0013467	East Coast Fever	disease
